,experiment,metrics,value,exp_type,effect,ref,target
382,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_101,ARI,0.7826372750623164,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_101
383,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_101,macroF1,0.7623748573936467,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_101
384,result_PBMC_batch2_ind_stimulated_101_to_control_1015,Acc,0.8970051132213295,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1015
385,result_PBMC_batch2_ind_stimulated_101_to_control_1015,ARI,0.8235743093253568,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1015
386,result_PBMC_batch2_ind_stimulated_101_to_control_1015,macroF1,0.7877987085333266,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1015
387,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1039,Acc,0.8362760834670947,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1039
388,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1039,ARI,0.7576757188765914,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1039
389,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1039,macroF1,0.6957304501097098,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1039
390,result_PBMC_batch2_ind_control_1039_to_control_1016,Acc,0.7440510737086478,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1016
391,result_PBMC_batch2_ind_control_1039_to_control_1016,ARI,0.523914050959077,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1016
392,result_PBMC_batch2_ind_control_1039_to_control_1016,macroF1,0.6641240002973499,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1016
393,result_PBMC_batch2_ind_control_1039_to_stimulated_101,Acc,0.7907801418439716,PBMC_batch2_ind,clinical,batch2control_1039,batch2stimulated_101
394,result_PBMC_batch2_ind_control_1039_to_stimulated_101,ARI,0.6485332567920259,PBMC_batch2_ind,clinical,batch2control_1039,batch2stimulated_101
395,result_PBMC_batch2_ind_control_1039_to_stimulated_101,macroF1,0.6644833273707087,PBMC_batch2_ind,clinical,batch2control_1039,batch2stimulated_101
396,result_PBMC_batch2_ind_stimulated_107_to_control_1256,Acc,0.9046489563567363,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1256
397,result_PBMC_batch2_ind_stimulated_107_to_control_1256,ARI,0.8817703914253036,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1256
398,result_PBMC_batch2_ind_stimulated_107_to_control_1256,macroF1,0.6763224442657079,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1256
399,result_PBMC_batch1_ind_1085_to_1079,Acc,0.9285714285714286,PBMC_batch1_ind,individual,batch1_1085,batch1_1079
400,result_PBMC_batch1_ind_1085_to_1079,ARI,0.8897120444291888,PBMC_batch1_ind,individual,batch1_1085,batch1_1079
401,result_PBMC_batch1_ind_1085_to_1079,macroF1,0.8819992556335429,PBMC_batch1_ind,individual,batch1_1085,batch1_1079
402,result_PBMC_batch2_ind_control_1488_to_control_101,Acc,0.8787878787878788,PBMC_batch2_ind,individual,batch2control_1488,batch2control_101
403,result_PBMC_batch2_ind_control_1488_to_control_101,ARI,0.8001784065137872,PBMC_batch2_ind,individual,batch2control_1488,batch2control_101
404,result_PBMC_batch2_ind_control_1488_to_control_101,macroF1,0.7720945054446623,PBMC_batch2_ind,individual,batch2control_1488,batch2control_101
405,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2control_1256,Acc,0.8818785578747628,PBMC_batch1_batch2_ind,batch,batch1_1154,batch2control_1256
406,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2control_1256,ARI,0.7780588068958101,PBMC_batch1_batch2_ind,batch,batch1_1154,batch2control_1256
407,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2control_1256,macroF1,0.7031982725814032,PBMC_batch1_batch2_ind,batch,batch1_1154,batch2control_1256
408,result_PBMC_batch1_batch2_ind_batch2control_1244_to_batch1_1493,Acc,0.8367854183927091,PBMC_batch1_batch2_ind,batch,batch2control_1244,batch1_1493
409,result_PBMC_batch1_batch2_ind_batch2control_1244_to_batch1_1493,ARI,0.6439326818234361,PBMC_batch1_batch2_ind,batch,batch2control_1244,batch1_1493
410,result_PBMC_batch1_batch2_ind_batch2control_1244_to_batch1_1493,macroF1,0.7276027608830713,PBMC_batch1_batch2_ind,batch,batch2control_1244,batch1_1493
411,result_PBMC_batch2_ind_control_107_to_stimulated_1016,Acc,0.7332065906210393,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1016
412,result_PBMC_batch2_ind_control_107_to_stimulated_1016,ARI,0.5031714129424882,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1016
413,result_PBMC_batch2_ind_control_107_to_stimulated_1016,macroF1,0.6303305573423477,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1016
414,result_PBMC_batch2_ind_stimulated_107_to_stimulated_1244,Acc,0.9408901251738526,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_1244
415,result_PBMC_batch2_ind_stimulated_107_to_stimulated_1244,ARI,0.9263991292738641,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_1244
416,result_PBMC_batch2_ind_stimulated_107_to_stimulated_1244,macroF1,0.6862206681790826,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_1244
417,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1043,Acc,0.8811821471652593,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1043
418,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1043,ARI,0.7966106904617188,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1043
419,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1043,macroF1,0.7491104684953807,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1043
420,result_PBMC_batch2_ind_control_1039_to_stimulated_1256,Acc,0.8926411290322581,PBMC_batch2_ind,clinical,batch2control_1039,batch2stimulated_1256
421,result_PBMC_batch2_ind_control_1039_to_stimulated_1256,ARI,0.8576577153638428,PBMC_batch2_ind,clinical,batch2control_1039,batch2stimulated_1256
422,result_PBMC_batch2_ind_control_1039_to_stimulated_1256,macroF1,0.672284472096868,PBMC_batch2_ind,clinical,batch2control_1039,batch2stimulated_1256
423,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_1256,Acc,0.9160341555977229,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_1256
424,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_1256,ARI,0.8779219874641001,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_1256
425,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_1256,macroF1,0.721711051193999,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_1256
426,result_PBMC_batch1_ind_1249_to_1598,Acc,0.8792423046566693,PBMC_batch1_ind,individual,batch1_1249,batch1_1598
427,result_PBMC_batch1_ind_1249_to_1598,ARI,0.832019711791377,PBMC_batch1_ind,individual,batch1_1249,batch1_1598
428,result_PBMC_batch1_ind_1249_to_1598,macroF1,0.7987458602945416,PBMC_batch1_ind,individual,batch1_1249,batch1_1598
429,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1154,Acc,0.6337846550612508,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1154
430,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1154,ARI,0.45132832317080607,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1154
431,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1154,macroF1,0.605775373452331,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1154
432,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2control_1256,Acc,0.926944971537002,PBMC_batch1_batch2_ind,batch,batch1_1079,batch2control_1256
433,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2control_1256,ARI,0.8877202318096642,PBMC_batch1_batch2_ind,batch,batch1_1079,batch2control_1256
434,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2control_1256,macroF1,0.7963926497186993,PBMC_batch1_batch2_ind,batch,batch1_1079,batch2control_1256
435,result_PBMC_batch1_batch2_ind_batch2control_107_to_batch1_1043,Acc,0.8956574185765983,PBMC_batch1_batch2_ind,batch,batch2control_107,batch1_1043
436,result_PBMC_batch1_batch2_ind_batch2control_107_to_batch1_1043,ARI,0.8395456882891844,PBMC_batch1_batch2_ind,batch,batch2control_107,batch1_1043
437,result_PBMC_batch1_batch2_ind_batch2control_107_to_batch1_1043,macroF1,0.7886079475179284,PBMC_batch1_batch2_ind,batch,batch2control_107,batch1_1043
438,result_PBMC_batch2_ind_control_1016_to_control_101,Acc,0.8951048951048951,PBMC_batch2_ind,individual,batch2control_1016,batch2control_101
439,result_PBMC_batch2_ind_control_1016_to_control_101,ARI,0.8099969575814758,PBMC_batch2_ind,individual,batch2control_1016,batch2control_101
440,result_PBMC_batch2_ind_control_1016_to_control_101,macroF1,0.8083516890693625,PBMC_batch2_ind,individual,batch2control_1016,batch2control_101
441,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1043,Acc,0.9004825090470446,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1043
442,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1043,ARI,0.8236312852201662,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1043
443,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1043,macroF1,0.8365897517140731,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1043
444,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2control_101,Acc,0.8974358974358975,PBMC_batch1_batch2_ind,batch,batch1_1079,batch2control_101
445,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2control_101,ARI,0.8156879179004104,PBMC_batch1_batch2_ind,batch,batch1_1079,batch2control_101
446,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2control_101,macroF1,0.7944992863119417,PBMC_batch1_batch2_ind,batch,batch1_1079,batch2control_101
447,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1598,Acc,0.819258089976322,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1598
448,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1598,ARI,0.7235753526334202,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1598
449,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1598,macroF1,0.6786388540530519,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1598
450,result_PBMC_batch2_ind_stimulated_1015_to_control_1488,Acc,0.9217134416543574,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1488
451,result_PBMC_batch2_ind_stimulated_1015_to_control_1488,ARI,0.8942279291472319,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1488
452,result_PBMC_batch2_ind_stimulated_1015_to_control_1488,macroF1,0.7642913384081375,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1488
453,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1085,Acc,0.8256475047378395,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1085
454,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1085,ARI,0.702422601151103,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1085
455,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1085,macroF1,0.6620015120031677,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1085
456,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2stimulated_1016,Acc,0.8073510773130546,PBMC_batch1_batch2_ind,batch|clinical,batch1_1079,batch2stimulated_1016
457,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2stimulated_1016,ARI,0.609343459703279,PBMC_batch1_batch2_ind,batch|clinical,batch1_1079,batch2stimulated_1016
458,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2stimulated_1016,macroF1,0.7007127700198352,PBMC_batch1_batch2_ind,batch|clinical,batch1_1079,batch2stimulated_1016
459,result_PBMC_batch1_ind_1043_to_1493,Acc,0.8931234465617233,PBMC_batch1_ind,individual,batch1_1043,batch1_1493
460,result_PBMC_batch1_ind_1043_to_1493,ARI,0.7934565928507442,PBMC_batch1_ind,individual,batch1_1043,batch1_1493
461,result_PBMC_batch1_ind_1043_to_1493,macroF1,0.7014917012415087,PBMC_batch1_ind,individual,batch1_1043,batch1_1493
462,result_PBMC_batch2_ind_control_101_to_stimulated_1015,Acc,0.9084967320261438,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_1015
463,result_PBMC_batch2_ind_control_101_to_stimulated_1015,ARI,0.8393557139145594,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_1015
464,result_PBMC_batch2_ind_control_101_to_stimulated_1015,macroF1,0.8109444552154981,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_1015
465,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1511,Acc,0.8613916947250281,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1511
466,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1511,ARI,0.7588728277843206,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1511
467,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1511,macroF1,0.7200478238620728,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1511
468,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1598,Acc,0.7940015785319653,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1598
469,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1598,ARI,0.6121591091720985,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1598
470,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1598,macroF1,0.7312489637687744,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1598
471,result_PBMC_batch1_ind_1043_to_1249,Acc,0.8956043956043956,PBMC_batch1_ind,individual,batch1_1043,batch1_1249
472,result_PBMC_batch1_ind_1043_to_1249,ARI,0.8007639665398791,PBMC_batch1_ind,individual,batch1_1043,batch1_1249
473,result_PBMC_batch1_ind_1043_to_1249,macroF1,0.8686799647035857,PBMC_batch1_ind,individual,batch1_1043,batch1_1249
474,result_PBMC_batch2_ind_control_107_to_control_1016,Acc,0.7289611143354614,PBMC_batch2_ind,individual,batch2control_107,batch2control_1016
475,result_PBMC_batch2_ind_control_107_to_control_1016,ARI,0.5577196205545051,PBMC_batch2_ind,individual,batch2control_107,batch2control_1016
476,result_PBMC_batch2_ind_control_107_to_control_1016,macroF1,0.6550882075815013,PBMC_batch2_ind,individual,batch2control_107,batch2control_1016
477,result_PBMC_batch2_ind_control_107_to_control_1488,Acc,0.9103889709502708,PBMC_batch2_ind,individual,batch2control_107,batch2control_1488
478,result_PBMC_batch2_ind_control_107_to_control_1488,ARI,0.9009220763358375,PBMC_batch2_ind,individual,batch2control_107,batch2control_1488
479,result_PBMC_batch2_ind_control_107_to_control_1488,macroF1,0.6513177772618933,PBMC_batch2_ind,individual,batch2control_107,batch2control_1488
480,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1016,Acc,0.8466413181242078,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1016
481,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1016,ARI,0.7023394662091387,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1016
482,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1016,macroF1,0.6731183744647884,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1016
483,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1249,Acc,0.8799058084772371,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1249
484,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1249,ARI,0.7614908004830272,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1249
485,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1249,macroF1,0.8192683789607547,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1249
486,result_PBMC_batch1_ind_1154_to_1079,Acc,0.8871428571428571,PBMC_batch1_ind,individual,batch1_1154,batch1_1079
487,result_PBMC_batch1_ind_1154_to_1079,ARI,0.7874256660672405,PBMC_batch1_ind,individual,batch1_1154,batch1_1079
488,result_PBMC_batch1_ind_1154_to_1079,macroF1,0.7417676463021867,PBMC_batch1_ind,individual,batch1_1154,batch1_1079
489,result_PBMC_batch2_ind_control_1244_to_control_1016,Acc,0.7214161346488682,PBMC_batch2_ind,individual,batch2control_1244,batch2control_1016
490,result_PBMC_batch2_ind_control_1244_to_control_1016,ARI,0.5204858891998463,PBMC_batch2_ind,individual,batch2control_1244,batch2control_1016
491,result_PBMC_batch2_ind_control_1244_to_control_1016,macroF1,0.7499811418097238,PBMC_batch2_ind,individual,batch2control_1244,batch2control_1016
492,result_PBMC_batch2_ind_stimulated_1015_to_stimulated_1256,Acc,0.936491935483871,PBMC_batch2_ind,individual,batch2stimulated_1015,batch2stimulated_1256
493,result_PBMC_batch2_ind_stimulated_1015_to_stimulated_1256,ARI,0.9193859852825425,PBMC_batch2_ind,individual,batch2stimulated_1015,batch2stimulated_1256
494,result_PBMC_batch2_ind_stimulated_1015_to_stimulated_1256,macroF1,0.8330352354989397,PBMC_batch2_ind,individual,batch2stimulated_1015,batch2stimulated_1256
495,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1256,Acc,0.8981854838709677,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1256
496,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1256,ARI,0.866117895952306,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1256
497,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1256,macroF1,0.6613568690689308,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1256
498,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1256,Acc,0.9188508064516129,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1256
499,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1256,ARI,0.9019984830100771,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1256
500,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1256,macroF1,0.7335668590682023,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1256
501,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_1244,Acc,0.9304589707927677,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_1244
502,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_1244,ARI,0.9083277884748541,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_1244
503,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_1244,macroF1,0.7826439685767772,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_1244
504,result_PBMC_batch2_ind_control_1016_to_stimulated_1039,Acc,0.7688603531300161,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1039
505,result_PBMC_batch2_ind_control_1016_to_stimulated_1039,ARI,0.5883264996612767,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1039
506,result_PBMC_batch2_ind_control_1016_to_stimulated_1039,macroF1,0.6303777125417116,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1039
507,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1085,Acc,0.7239418825015793,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1085
508,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1085,ARI,0.4857913931852577,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1085
509,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1085,macroF1,0.6436835206049413,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1085
510,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_1256,Acc,0.9193548387096774,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_1256
511,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_1256,ARI,0.8985008021786655,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_1256
512,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_1256,macroF1,0.7933691894352607,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_1256
513,result_PBMC_batch1_batch2_ind_batch2stimulated_1256_to_batch1_1079,Acc,0.9357142857142857,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1256,batch1_1079
514,result_PBMC_batch1_batch2_ind_batch2stimulated_1256_to_batch1_1079,ARI,0.8903517744898835,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1256,batch1_1079
515,result_PBMC_batch1_batch2_ind_batch2stimulated_1256_to_batch1_1079,macroF1,0.8416494896499175,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1256,batch1_1079
516,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1488,Acc,0.9192122186495176,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1488
517,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1488,ARI,0.9045530460101479,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1488
518,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1488,macroF1,0.7883758387595432,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1488
519,result_PBMC_batch2_ind_stimulated_1244_to_control_1256,Acc,0.931214421252372,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1256
520,result_PBMC_batch2_ind_stimulated_1244_to_control_1256,ARI,0.9060705082650897,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1256
521,result_PBMC_batch2_ind_stimulated_1244_to_control_1256,macroF1,0.8159254287626639,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1256
522,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1256,Acc,0.8886088709677419,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1256
523,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1256,ARI,0.8707130857529042,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1256
524,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1256,macroF1,0.7505784795199316,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1256
525,result_PBMC_batch2_ind_stimulated_1015_to_control_1016,Acc,0.803830528148578,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1016
526,result_PBMC_batch2_ind_stimulated_1015_to_control_1016,ARI,0.6366678549936501,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1016
527,result_PBMC_batch2_ind_stimulated_1015_to_control_1016,macroF1,0.7373731846488749,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1016
528,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_1488,Acc,0.9352893890675241,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_1488
529,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_1488,ARI,0.9283430103828888,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_1488
530,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_1488,macroF1,0.7903529268587817,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_1488
531,result_PBMC_batch2_ind_control_1039_to_control_1015,Acc,0.8509861212563915,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1015
532,result_PBMC_batch2_ind_control_1039_to_control_1015,ARI,0.7298802247501847,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1015
533,result_PBMC_batch2_ind_control_1039_to_control_1015,macroF1,0.6766630099693487,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1015
534,result_PBMC_batch2_ind_control_1488_to_stimulated_1015,Acc,0.8427015250544663,PBMC_batch2_ind,clinical,batch2control_1488,batch2stimulated_1015
535,result_PBMC_batch2_ind_control_1488_to_stimulated_1015,ARI,0.7404280057200205,PBMC_batch2_ind,clinical,batch2control_1488,batch2stimulated_1015
536,result_PBMC_batch2_ind_control_1488_to_stimulated_1015,macroF1,0.694350867778669,PBMC_batch2_ind,clinical,batch2control_1488,batch2stimulated_1015
537,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1154,Acc,0.720180528691167,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1154
538,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1154,ARI,0.4975561190691905,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1154
539,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1154,macroF1,0.6022798357584165,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1154
540,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1039,Acc,0.7463884430176565,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1039
541,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1039,ARI,0.6717000785722167,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1039
542,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1039,macroF1,0.5803205318893343,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1039
543,result_PBMC_batch1_batch2_ind_batch1_1249_to_batch2control_1256,Acc,0.9297912713472486,PBMC_batch1_batch2_ind,batch,batch1_1249,batch2control_1256
544,result_PBMC_batch1_batch2_ind_batch1_1249_to_batch2control_1256,ARI,0.8889638064465488,PBMC_batch1_batch2_ind,batch,batch1_1249,batch2control_1256
545,result_PBMC_batch1_batch2_ind_batch1_1249_to_batch2control_1256,macroF1,0.8235270054753386,PBMC_batch1_batch2_ind,batch,batch1_1249,batch2control_1256
546,result_PBMC_batch1_ind_1493_to_1079,Acc,0.9442857142857143,PBMC_batch1_ind,individual,batch1_1493,batch1_1079
547,result_PBMC_batch1_ind_1493_to_1079,ARI,0.8981570380366568,PBMC_batch1_ind,individual,batch1_1493,batch1_1079
548,result_PBMC_batch1_ind_1493_to_1079,macroF1,0.7794001937213655,PBMC_batch1_ind,individual,batch1_1493,batch1_1079
549,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_1015,Acc,0.8148148148148148,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_1015
550,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_1015,ARI,0.6799484226343931,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_1015
551,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_1015,macroF1,0.6648687460779401,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_1015
